id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro
113,18,2026,BIG 27,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.08,0,0.0566,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.013,,2025,false
114,20,2026,BIG 28,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.06,0,0.08,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.007,,2025,false
115,20,2026,BIG 29,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.05,0,0.05,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.016,,2025,false
117,23,2026,BIG 31,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.01,0.0333,0,0.06,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.022,,2025,false
118,23,2026,BIG 32,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.007,0.06,0,0.0466,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.007,,2025,false
119,23,2026,BIG 33,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.008,0.0633,0,0.0433,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.022,,2025,false
120,23,2026,BIG 34,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.03,0,0.0433,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.002,,2025,false
121,23,2026,BIG 35,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0566,0,0.0666,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.012,,2025,false
122,23,2026,BIG 36,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0466,0,0.0766,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0.026,,2025,false
123,46,2025,BIG BAG N° 2,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
124,46,2025,BIG BAG N° 3,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0266,0,0.0633,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
125,46,2025,BIG BAG N° 5,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.0866,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
126,46,2025,BIG BAG N° 6,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0266,0,0.0933,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
127,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0233,0,0.1066,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
128,46,2025,BIG BAG N° 8,SO112025,CONVENZIONALI,SGUSCIATE,11/13,450,0,Fabbrica,0.001,0.03,0,0.0666,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
129,46,2025,BIG BAG N° 9,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.0533,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
130,46,2025,BIG BAG N° 10,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0333,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
131,46,2025,BIG BAG N° 11,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.02,0,0.0466,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
132,46,2025,BIG BAG N° 12,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0033,0,0.04,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
133,46,2025,BIG BAG N° 13,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0,0,0.03,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
134,46,2025,BIG BAG N° 14,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0066,0,0.0433,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
135,46,2025,BIG BAG N° 15,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0033,0,0.0166,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
136,46,2025,BIG BAG N° 16,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.02,0,0.0366,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
137,46,2025,BIG BAG N° 17,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.04,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
138,46,2025,BIG BAG N° 18,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
139,46,2025,BIG BAG N° 19,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0366,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
140,46,2025,BIG BAG N° 20,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.02,0,0.0333,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
141,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0166,0,0.0366,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
142,47,2025,BIG BAG N°1,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
143,47,2025,BIG BAG N°2,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0433,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
144,16,2026,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.01,0,0.08,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
145,16,2026,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.02,0,0.095,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
146,16,2026,BIG BAG N° 3,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.055,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
147,16,2026,BIG BAG N° 4,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.005,0,0.075,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
148,16,2026,BIG BAG N° 5,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.015,0,0.045,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
149,16,2026,BIG BAG N° 6,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.025,0,0.085,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
150,16,2026,BIG BAG N° 7,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.02,0,0.07,0,,,2026-06-23T14:23:25.43434+00:00,2026-06-23T14:23:25.43434+00:00,0,,2025,false
151,16,2026,BIG BAG N° 8,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.08,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
152,16,2026,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,11/13,303,0,Fabbrica,0.003,0.03,0,0.132,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
153,22,2026,BIG BAG N° 1,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0166,0,0.0433,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
154,22,2026,BIG BAG N° 2,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.01,0.0433,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
155,22,2026,BIG BAG N° 3,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.012,0.0233,0,0.06,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
156,22,2026,BIG BAG N° 4,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.013,0.0266,0,0.0766,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
157,22,2026,BIG BAG N° 5,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.02,0,0.0766,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
158,22,2026,BIG BAG N° 6,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0233,0,0.08,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
159,22,2026,BIG BAG N° 7,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0366,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
160,22,2026,BIG BAG N° 8,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0366,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
161,22,2026,BIG BAG N° 9,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.06,0,0.07,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
162,22,2026,BIG BAG N° 10,SO052026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.009,0.0433,0,0.0733,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
163,24,2026,BIG BAG N° 1,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0366,0,0.0733,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
164,24,2026,BIG BAG N° 2,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0366,0,0.0833,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
165,24,2026,BIG BAG N° 3,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.04,0,0.0766,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
166,24,2026,BIG BAG N° 4,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.003,0.0333,0,0.08,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
167,24,2026,BIG BAG N° 5,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.003,0.04,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
168,24,2026,BIG BAG N° 6,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.006,0.0466,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
169,24,2026,BIG BAG N° 7,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.003,0.04,0,0.0633,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
170,24,2026,BIG BAG N° 8,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0333,0,0.0733,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
171,24,2026,BIG BAG N° 9,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.005,0.0333,0,0.0766,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
172,24,2026,BIG BAG N° 10,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0266,0,0.09,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
173,24,2026,BIG BAG N° 11,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.0366,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
174,24,2026,BIG BAG N° 12,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.005,0.0433,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
175,24,2026,BIG BAG N° 13,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.01,0.03,0,0.08,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
176,24,2026,BIG BAG N° 14,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0266,0,0.0566,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
177,24,2026,BIG BAG N° 15,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.008,0.02,0,0.0566,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
178,24,2026,BIG BAG N° 16,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Soriano,0.007,0.0266,0,0.0666,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
179,17,2026,BIG 1,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.06,0,0.1,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
180,18,2026,BIG 5,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0766,0,0.13,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
181,19,2026,BIG 9,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.014,0.06,0,0.1366,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
182,19,2026,BIG 10,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0566,0,0.0966,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
183,20,2026,BIG 11,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.0666,0,0.0866,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
184,43,2025,BIG 11,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.05,0,0.0933,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
185,43,2025,BIG 12,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0433,0,0.12,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
186,43,2025,BIG 13,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,361,0,Fabbrica,0.005,0.0533,0,0.1066,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0,,2025,false
187,44,2025,BIG 6,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0333,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.008,,2025,false
188,44,2025,BIG 7,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.003,,2025,false
189,45,2025,BIG 9,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.0366,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.006,,2025,false
190,46,2025,BIG 21,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0366,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.006,,2025,false
191,48,2025,BIG 24,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0233,0,0.0266,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.007,,2025,false
192,48,2025,BIG 28,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.03,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.004,,2025,false
193,48,2025,BIG 30,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0133,0,0.0233,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.003,,2025,false
194,49,2025,BIG 32,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.003,,2025,false
195,49,2025,BIG 33,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.004,,2025,false
196,49,2025,BIG 34,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0466,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.004,,2025,false
197,49,2025,BIG 35,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0366,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.004,,2025,false
198,49,2025,BIG 37,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.004,,2025,false
199,49,2025,BIG 39,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.02,0,0.0466,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.005,,2025,false
200,49,2025,BIG 40,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0466,0,,,2026-06-23T14:23:25.68285+00:00,2026-06-23T14:23:25.68285+00:00,0.003,,2025,false
351,20,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,13/15,920,0,Vignanello,0.458,0.205,0,0.315,0.029,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
352,20,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,11/13,730,0,Fabbrica,0.506,0.26,0,0.22,0.003,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
353,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,1000,0,Vignanello,0,0.0133,0,0.0366,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
354,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,669,0,Vignanello,0.001,0.02,0,0.05,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
355,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.04,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
356,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0333,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
357,14,2026,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0133,0,0.0433,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
358,14,2026,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.02,0,0.0433,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
359,14,2026,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0533,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
360,14,2026,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.06,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
361,14,2026,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.0333,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
362,14,2026,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0166,0,0.06,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
363,14,2026,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,653,0,Vignanello,0.001,0.0233,0,0.0733,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
364,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0033,0,0.0366,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
365,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.0266,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
366,14,2026,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0566,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
367,14,2026,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.02,0,0.06,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
368,14,2026,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0666,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
369,14,2026,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.08,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
370,14,2026,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0766,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
371,14,2026,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0566,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
372,14,2026,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0733,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
373,14,2026,BIG BAG N°10,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1092,0,Vignanello,0.001,0.02,0,0.0866,0,,,2026-06-23T14:23:26.391482+00:00,2026-06-23T14:23:26.391482+00:00,0,,2025,false
201,49,2025,BIG 41,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0566,0,,,2026-06-23T14:23:25.884887+00:00,2026-06-23T14:23:25.884887+00:00,0.004,,2025,false
