id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre
113,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0233,0,0.1066,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
114,46,2025,BIG BAG N° 8,SO112025,CONVENZIONALI,SGUSCIATE,11/13,450,0,Fabbrica,0.001,0.03,0,0.0666,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
115,46,2025,BIG BAG N° 9,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.0533,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
116,46,2025,BIG BAG N° 10,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0333,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
117,46,2025,BIG BAG N° 11,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.02,0,0.0466,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
118,46,2025,BIG BAG N° 12,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0033,0,0.04,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
119,46,2025,BIG BAG N° 13,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0,0,0.03,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
120,46,2025,BIG BAG N° 14,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0066,0,0.0433,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
121,46,2025,BIG BAG N° 15,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0033,0,0.0166,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
122,46,2025,BIG BAG N° 16,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.02,0,0.0366,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
123,46,2025,BIG BAG N° 17,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0133,0,0.04,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
124,46,2025,BIG BAG N° 18,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
125,46,2025,BIG BAG N° 19,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0366,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
126,46,2025,BIG BAG N° 20,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.02,0,0.0333,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
127,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0166,0,0.0366,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
128,47,2025,BIG BAG N°1,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0066,0,0.0266,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
129,47,2025,BIG BAG N°2,SO122025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.01,0,0.0433,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
130,16,2025,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.01,0,0.08,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
131,16,2025,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.02,0,0.095,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
132,16,2025,BIG BAG N° 3,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.055,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
133,16,2025,BIG BAG N° 4,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.005,0,0.075,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
134,16,2025,BIG BAG N° 5,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.015,0,0.045,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
135,16,2025,BIG BAG N° 6,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.025,0,0.085,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
136,16,2025,BIG BAG N° 7,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.02,0,0.07,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
137,16,2025,BIG BAG N° 8,SO042026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.08,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
138,16,2025,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,11/13,303,0,Fabbrica,0.003,0.03,0,0.132,0,,,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
148,19,2025,BIG 10,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0566,0,0.0966,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
149,20,2025,BIG 11,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.0666,0,0.0866,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
140,18,2025,BIG 2,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0633,0,0.1466,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
141,18,2025,BIG 3,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0666,0,0.1533,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
142,18,2025,BIG 4,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.018,0.0766,0,0.0966,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
143,18,2025,BIG 5,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0766,0,0.13,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
144,18,2025,BIG 6,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.01,0.0666,0,0.1566,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
145,19,2025,BIG 7,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.02,0.0766,0,0.1133,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
146,19,2025,BIG 8,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.08,0,0.0833,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
147,19,2025,BIG 9,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.014,0.06,0,0.1366,0,,Finelli,2026-05-19T08:15:05.37064+00:00,2026-06-11T20:44:58.222249+00:00,0,
155,43,2025,BIG 12,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.13,0.0866,0,0.08,0.4,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.016,
156,43,2025,BIG 13,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,954,0,Fabbrica,0.064,0.0733,0,0.0633,5.6,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.006,
157,44,2025,BIG 6,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0333,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.008,
158,44,2025,BIG 7,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.003,
159,45,2025,BIG 9,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.0366,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.006,
160,46,2025,BIG 21,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0366,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.006,
161,48,2025,BIG 24,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0233,0,0.0266,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.007,
162,48,2025,BIG 28,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.03,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
163,48,2025,BIG 30,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0133,0,0.0233,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.003,
164,49,2025,BIG 32,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.003,
165,49,2025,BIG 33,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
166,49,2025,BIG 34,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0466,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
167,49,2025,BIG 35,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0366,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
168,49,2025,BIG 37,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
169,49,2025,BIG 39,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.02,0,0.0466,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.005,
170,49,2025,BIG 40,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0466,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.003,
171,49,2025,BIG 41,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0566,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
172,49,2025,BIG 42,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0266,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.006,
173,49,2025,BIG 43,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.03,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
174,50,2025,BIG 49,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0366,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
175,50,2025,BIG 53,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.015,
176,17,2025,BIG 56,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.009,
177,17,2025,BIG 57,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0566,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.007,
178,17,2025,BIG 58,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.03,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.005,
179,17,2025,BIG 59,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0533,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.017,
180,17,2025,BIG 60,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.03,0,0.0433,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.004,
181,18,2025,BIG 61,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.07,0,0.06,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.01,
182,18,2025,BIG 62,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.05,0,0.0733,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.008,
183,18,2025,BIG 63,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0633,0,0.0633,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.009,
184,18,2025,BIG 64,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0666,0,0.0933,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.007,
185,18,2025,BIG 65,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.06,0,0.0466,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.022,
186,19,2025,BIG 66,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0666,0,0.0666,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.014,
187,19,2025,BIG 67,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0633,0,0.0633,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.005,
188,19,2025,BIG 68,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.06,0,0.05,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.017,
189,19,2025,BIG 69,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0566,0,0.0533,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.01,
190,19,2025,BIG 70,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0533,0,0.0466,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.019,
191,19,2025,BIG 71,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.06,0,0.06,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.015,
192,19,2025,BIG 72,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.04,0,0.0533,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0.003,
193,46,2025,BIG BAG N° 3,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.06,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
194,46,2025,BIG BAG N° 6,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0966,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
195,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0333,0,0.1266,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
196,46,2025,BIG BAG N° 8,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.1,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
197,46,2025,BIG BAG N° 9,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.08,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
198,46,2025,BIG BAG N° 10,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.1433,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
199,46,2025,BIG BAG N° 11,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.1133,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
200,46,2025,BIG BAG N° 12,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0933,0,,,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
151,20,2025,BIG 13,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Soriano,0.044,0.0733,0,0.1366,0,,Finelli,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
152,20,2025,BIG 14,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Soriano,0.011,0.05,0,0.15,0,,Finelli,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
153,20,2025,BIG 15,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1055,0,Soriano,0.013,0.0833,0,0.1266,0,,Finelli,2026-05-19T08:15:05.595061+00:00,2026-06-11T20:44:58.222249+00:00,0,
202,46,2025,BIG BAG N° 16,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.0433,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
203,46,2025,BIG BAG N° 17,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.05,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
204,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,13/15,600,0,Fabbrica,0.001,0.02,0,0.0333,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
205,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,13/15,400,0,Fabbrica,0.001,0.02,0,0.0333,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
206,46,2025,BIG BAG N° 24,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.0333,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
207,16,2025,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.07,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
208,16,2025,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.095,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
209,16,2025,BIG BAG N° 3,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.095,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
210,16,2025,BIG BAG N° 4,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.015,0,0.085,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
211,17,2025,BIG BAG N° 6,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.015,0,0.095,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
212,17,2025,BIG BAG N° 7,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.03,0,0.1,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
213,17,2025,BIG BAG N° 8,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.035,0,0.11,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
214,17,2025,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0366,0,0.113,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
241,10,2025,BIG BAG N° 1,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.05,0,0,0,0.01,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
242,10,2025,BIG BAG N° 2,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.053,0,0,0,0.007,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
243,10,2025,BIG BAG N° 3,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,567,0,Fabbrica,0.034,0,0,0,0.005,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
244,9,2025,BIG 6,SO11/2025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,333,0,Fabbrica,0.348,0,0,0,0.006,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
245,17,2025,BIG 1,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,994,0,Fabbrica,0,0,0,0,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
246,17,2025,BIG 2,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,829,0,Fabbrica,0,0,0,0,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
247,17,2025,BIG 3,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,802,0,Fabbrica,0,0,0,0,0,,,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
224,19,2025,BIG 10,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.011,0.07,0,0.1333,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
225,19,2025,BIG 11,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.0733,0,0.0866,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
226,19,2025,BIG 12,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.015,0.08,0,0.0733,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
227,19,2025,BIG 13,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.013,0.0666,0,0.0833,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
228,19,2025,BIG 14,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0466,0,0.1533,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
229,19,2025,BIG 15,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.0566,0,0.1133,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
230,19,2025,BIG 16,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0366,0,0.0966,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
231,19,2025,BIG 17,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0633,0,0.0866,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
232,20,2025,BIG 18,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0566,0,0.09,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
233,20,2025,BIG 19,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0666,0,0.0866,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
216,17,2025,BIG 2,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.05,0,0.23,0,,Finelli,2026-05-19T08:15:05.752719+00:00,2026-06-11T20:44:58.222249+00:00,0,
