id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro,intragruppo,partner_id
168,29,2026,BIG BAG N° 12,SO072026,CONVENZIONALI,SGUSCIATE,11/13,995,0,Fabbrica,0.005,0.04,0,0.0733,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
169,17,2026,BIG 1,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.015,0.06,0,0.1,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
170,18,2026,BIG 5,FI1459/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.013,0.0766,0,0.13,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
172,43,2025,BIG 11,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.05,0,0.0933,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
173,43,2025,BIG 12,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0433,0,0.12,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
174,43,2025,BIG 13,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,361,0,Fabbrica,0.005,0.0533,0,0.1066,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
175,44,2025,BIG 6,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0333,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.008,,2025,false,false,
176,44,2025,BIG 7,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.003,,2025,false,false,
177,45,2025,BIG 9,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.0366,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.006,,2025,false,false,
178,46,2025,BIG 21,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0366,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.006,,2025,false,false,
179,48,2025,BIG 24,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0233,0,0.0266,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.007,,2025,false,false,
180,48,2025,BIG 28,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.03,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
181,48,2025,BIG 30,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0133,0,0.0233,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.003,,2025,false,false,
182,49,2025,BIG 32,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.003,,2025,false,false,
183,49,2025,BIG 33,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
184,49,2025,BIG 34,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0466,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
185,49,2025,BIG 35,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0366,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
186,49,2025,BIG 37,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
187,49,2025,BIG 39,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.02,0,0.0466,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.005,,2025,false,false,
188,49,2025,BIG 40,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0466,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.003,,2025,false,false,
189,49,2025,BIG 41,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0566,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
190,49,2025,BIG 42,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0266,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.006,,2025,false,false,
191,49,2025,BIG 43,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.03,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
192,50,2025,BIG 49,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0366,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
193,50,2025,BIG 53,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.015,,2025,false,false,
194,17,2026,BIG 56,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.009,,2025,false,false,
195,17,2026,BIG 57,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0566,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.007,,2025,false,false,
196,17,2026,BIG 58,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.03,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.005,,2025,false,false,
197,17,2026,BIG 59,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0533,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.017,,2025,false,false,
198,17,2026,BIG 60,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.03,0,0.0433,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0.004,,2025,false,false,
199,18,2026,BIG 61,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,981,0,Fabbrica,0.001,0.0466,0,0.07,0,,,2026-08-19T21:24:59.290409+00:00,2026-08-19T21:24:59.290409+00:00,0,,2025,false,false,
352,20,2026,BIG 28,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,704,0,Fabbrica,0.012,0.0733,0,0.1166,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
353,10,2026,BIG BAG N° 1,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.05,0,0,0,0.01,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
354,10,2026,BIG BAG N° 2,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.053,0,0,0,0.007,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
355,10,2026,BIG BAG N° 3,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,567,0,Fabbrica,0.034,0,0,0,0.005,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
356,9,2026,BIG 6,SO11/2025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,333,0,Fabbrica,0.348,0,0,0,0.006,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
357,27,2026,BIG BAG,FA062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
358,27,2026,BIG BAG,FA062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
359,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
360,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
361,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
362,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
363,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Vignanello,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
364,27,2026,BIG BAG,FA072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,452,0,Vignanello,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
365,17,2026,BIG 1,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,994,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
366,17,2026,BIG 2,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,829,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
367,17,2026,BIG 3,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,802,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
368,22,2026,BIG 1,SO05/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,958,0,Vignanello,0.326,0,0,0,0.156,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
369,22,2026,BIG 2,SO05/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,924,0,Vignanello,0.326,0,0,0,0.156,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
370,24,2026,BIG 1,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,961,0,Vignanello,0.423,0,0,0,0.119,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
371,24,2026,BIG 2,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,885,0,Vignanello,0.393,0,0,0,0.139,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
372,24,2026,BIG 3,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,968,0,Vignanello,0.378,0,0,0,0.215,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
373,24,2026,BIG 4,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,918,0,Vignanello,0.298,0,0,0,0.239,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
374,24,2026,BIG 5,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1040,0,Vignanello,0.109,0,0,0,0.002,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
375,24,2026,BIG 6,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1038,0,Vignanello,0.363,0,0,0,0.103,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
376,24,2026,BIG 7,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,920,0,Vignanello,0.338,0,0,0,0.095,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
377,24,2026,BIG 8,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,894,0,Vignanello,0.316,0,0,0,0.115,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
378,24,2026,BIG 9,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,858,0,Vignanello,0.286,0,0,0,0.096,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
379,29,2026,BIG 1,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,960,0,Vignanello,0.291,0,0,0,0.092,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
236,25,2026,BIG 98,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0233,0,0.08,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0.017,,2025,false,false,
237,25,2026,BIG 99,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,400,0,Fabbrica,0.008,0.0466,0,0.03,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0.023,,2025,false,false,
238,46,2025,BIG BAG N° 3,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.06,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
239,46,2025,BIG BAG N° 6,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0966,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
240,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0333,0,0.1266,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
241,46,2025,BIG BAG N° 8,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.1,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
243,46,2025,BIG BAG N° 10,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.1433,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
244,46,2025,BIG BAG N° 11,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.1133,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
245,46,2025,BIG BAG N° 12,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0933,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,false,false,
250,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,13/15,400,0,Fabbrica,0.001,0.02,0,0.0333,0,,,2026-08-19T21:24:59.371043+00:00,2026-08-19T21:24:59.371043+00:00,0,,2025,true,false,
401,18,2026,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,928,0,Fabbrica,0.302,0,0,0,0.012,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.686,,2025,false,false,
402,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,850,0,Fabbrica,0.36,0,0,0,0.016,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.624,,2025,false,false,
403,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,954,0,Fabbrica,0.14,0,0,0,0.108,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.752,,2025,false,false,
404,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,900,0,Fabbrica,0.042,0,0,0,0.35,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.608,,2025,false,false,
405,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,959,0,Fabbrica,0.158,0,0,0,0.084,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.758,,2025,false,false,
406,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,880,0,Fabbrica,0.138,0,0,0,0.15,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.712,,2025,false,false,
407,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,861,0,Fabbrica,0.112,0,0,0,0.396,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.492,,2025,false,false,
408,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,863,0,Fabbrica,0.104,0,0,0,0.45,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.446,,2025,false,false,
409,27,2026,BIG BAG,FA07/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,670,0,Vignanello,0.162,0,0,0,0.132,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.706,,2025,false,false,
410,27,2026,BIG BAG,FA07/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,570,0,Vignanello,0.11,0,0,0,0.368,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.522,,2025,false,false,
411,27,2026,BIG BAG,FA07/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,730,0,Vignanello,0.183,0,0,0,0.066,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.751,,2025,false,false,
412,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,845,0,Fabbrica,0.346,0,0,0,0.004,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0.65,,2025,false,false,
413,18,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,11/13,967,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
414,18,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,13/15,972,0,Fabbrica,0,0,0,0,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
415,20,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,13/15,920,0,Vignanello,0.458,0.205,0,0.315,0.029,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
416,20,2026,BIG03/2025,FI1459/2026,CONVENZIONALI,SCARTI,11/13,730,0,Fabbrica,0.506,0.26,0,0.22,0.003,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
417,0,2025,BIG BAG,FA11/2025,CONVENZIONALI,SCARTI,DA SCEGLIERE,1036,0,Fabbrica,0.346,0.0933,0,0.0933,0.056,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
418,0,2025,BIG BAG,FA11/2025,CONVENZIONALI,SCARTI,DA SCEGLIERE,995,0,Fabbrica,0.447,0.0766,0,0.1066,0.027,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
419,0,2025,BIG BAG,FA12/2025,CONVENZIONALI,SCARTI,DA SCEGLIERE,975,0,Fabbrica,0.36,0.1366,0,0.12,0.043,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
420,0,2025,BIG BAG,FA06/2026,CONVENZIONALI,SCARTI,DA SCEGLIERE,950,0,Fabbrica,0.452,0.07,0,0.13,0.1,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
421,0,2025,BIG BAG,FA06/2026,CONVENZIONALI,SCARTI,DA SCEGLIERE,950,0,Fabbrica,0.537,0.155,0,0.17,0.057,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
422,0,2025,BIG BAG,FA06/2026,CONVENZIONALI,SCARTI,DA SCEGLIERE,420,0,Fabbrica,0.506,0.08,0,0.065,0.15,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
423,0,2025,BIG BAG,FA12/2025,CONVENZIONALI,SCARTI,13/15,1174,0,Fabbrica,0.292,0.0666,0,0.0966,0.051,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
424,0,2025,BIG BAG,FA05/2026,CONVENZIONALI,SCARTI,11/13,1009,0,Fabbrica,0.236,0.085,0,0.07,0.008,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
425,0,2025,BIG BAG,FA06/2026,CONVENZIONALI,SCARTI,11/13,490,0,Fabbrica,0.436,0.09,0,0.07,0.004,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
426,0,2025,BIG BAG,FA06/2026,CONVENZIONALI,SCARTI,13/15,537,0,Fabbrica,0.382,0.07,0,0.04,0.162,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
427,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,1000,0,Vignanello,0,0.0133,0,0.0366,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
428,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,9/11,669,0,Vignanello,0.001,0.02,0,0.05,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
429,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.04,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
430,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0333,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
431,14,2026,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0133,0,0.0433,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
432,14,2026,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.02,0,0.0433,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
433,14,2026,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.01,0,0.0533,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
434,14,2026,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.06,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
435,14,2026,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0033,0,0.0333,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
436,14,2026,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0166,0,0.06,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
437,14,2026,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,11/13,653,0,Vignanello,0.001,0.0233,0,0.0733,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
438,14,2026,BIG BAG N°1,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0033,0,0.0366,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
439,14,2026,BIG BAG N°2,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.0266,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
440,14,2026,BIG BAG N°3,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0566,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
