id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro,intragruppo,partner_id
441,14,2026,BIG BAG N°4,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.02,0,0.06,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
442,14,2026,BIG BAG N°5,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0666,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
251,46,2025,BIG BAG N° 24,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.0333,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
252,16,2026,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.07,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
253,16,2026,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.095,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
254,16,2026,BIG BAG N° 3,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.095,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
255,17,2026,BIG BAG N° 6,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.015,0,0.095,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
256,17,2026,BIG BAG N° 7,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.03,0,0.1,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
257,17,2026,BIG BAG N° 8,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.035,0,0.11,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
258,17,2026,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0366,0,0.113,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
259,22,2026,BIG BAG N° 1,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.02,0,0.0333,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
260,22,2026,BIG BAG N° 2,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0266,0,0.0533,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
276,24,2026,BIG BAG N° 1,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.0466,0,0.0966,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
277,24,2026,BIG BAG N° 2,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0533,0,0.1066,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
278,24,2026,BIG BAG N° 3,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.04,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
279,24,2026,BIG BAG N° 4,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.0366,0,0.1033,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
280,24,2026,BIG BAG N° 5,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.0566,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
281,24,2026,BIG BAG N° 6,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.06,0,0.1033,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
282,24,2026,BIG BAG N° 7,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.007,0.0366,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
283,24,2026,BIG BAG N° 8,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.05,0,0.0966,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
284,24,2026,BIG BAG N° 9,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.0466,0,0.0666,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
296,24,2026,BIG BAG N° 21,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.0333,0,0.08,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
297,24,2026,BIG BAG N° 22,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0433,0,0.07,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
298,24,2026,BIG BAG N° 23,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.008,0.0433,0,0.06,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
299,24,2026,BIG BAG N° 24,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.05,0,0.0533,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
300,24,2026,BIG BAG N° 25,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.008,0.0466,0,0.0566,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:24:59.456322+00:00,0,,2025,false,false,
448,22,2025,BIG BAG 5,SG05/2025,GIFFONI,SGUSCIATE,9/11,1000,0,Fabbrica,0.003,0.015,0,0.025,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
449,22,2025,BIG BAG 6,SG05/2025,GIFFONI,SGUSCIATE,9/11,1000,0,Fabbrica,0.004,0.03,0,0.01,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
450,22,2025,BIG BAG 7,SG05/2025,GIFFONI,SGUSCIATE,9/11,1000,0,Fabbrica,0.002,0.02,0,0.015,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
451,6,2025,BIG BAG N.5,SO022025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0166,0,0.1366,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
452,6,2025,BIG BAG N.7,SO022025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0.0966,0,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
453,6,2025,BIG BAG N.9,SO022025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0066,0,0.0833,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
454,6,2025,BIG BAG N.13,SO022025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0866,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
455,6,2025,BIG BAG N.16,SO022025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0166,0,0.0866,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
456,7,2025,sacchi kg 25,SO022025,CONVENZIONALI,SGUSCIATE,13/15,700,0,Vignanello,0,0.0233,0,0.11,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
457,11,2025,BIG BAG N.5,SO032025,CONVENZIONALI,SGUSCIATE,13/15,680,0,Fabbrica,0.002,0.0266,0,0.1133,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
458,24,2025,BIG BAG N. 2,SO062025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.005,0,0.025,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
459,24,2025,BIG BAG N. 3,SO062025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.01,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
460,12,2026,BIG BAG,SO11/2024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.055,0,0,0,0.005,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
461,12,2026,BIG BAG,SO102024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.1066,0,0,0,0.003,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
462,12,2026,BIG BAG,SO102024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.068,0,0,0,0.003,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
463,12,2026,BIG BAG,SO112024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.074,0,0,0,0.003,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
464,12,2026,BIG BAG,SO112024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.068,0,0,0,0.002,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
465,12,2026,BIG BAG,SO112024,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.086,0,0,0,0.003,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
466,26,2025,BIG BAG N°8,SF062025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.029,0,0,0,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
467,26,2025,BIG BAG N°9,SF062025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.036,0,0,0,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
468,26,2025,BIG BAG N°11,SF062025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.026,0,0,0,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
469,26,2025,BIG BAG N°13,SF062025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.086,0,0,0,0.002,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
470,15,2025,BIG BAG N°1,S101/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.001,0.01,0,0.0433,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
471,19,2025,BIG BAG N°2,S102/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.001,0.03,0,0.0366,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
472,21,2025,BIG BAG N°1,S103/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.001,0.02,0,0.0533,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
473,21,2025,BIG BAG N°2,S103/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.001,0.0166,0,0.05,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
474,21,2025,BIG BAG N°3,S103/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.002,0.0233,0,0.0666,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
475,21,2025,BIG BAG N°4,S103/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.002,0.0166,0,0.0466,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
476,21,2025,BIG BAG N°5,S103/2024,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0,0.0066,0,0.0433,0,,,2026-08-19T21:25:10.852124+00:00,2026-08-19T21:25:10.852124+00:00,0,,2024,false,false,
301,24,2026,BIG BAG N° 26,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.0433,0,0.0533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
302,24,2026,BIG BAG N° 27,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.05,0,0.0733,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
307,29,2026,BIG BAG N° 1,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.04,0,0.0533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
308,29,2026,BIG BAG N° 2,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0366,0,0.0466,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
309,29,2026,BIG BAG N° 3,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0466,0,0.07,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
310,29,2026,BIG BAG N° 4,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0466,0,0.07,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
311,29,2026,BIG BAG N° 5,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.05,0,0.0566,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
316,29,2026,BIG BAG N° 10,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.0333,0,0.07,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
317,29,2026,BIG BAG N° 11,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0166,0,0.0633,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
318,29,2026,BIG BAG N° 12,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0233,0,0.0533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
324,29,2026,BIG BAG N° 18,SO072026,CONVENZIONALI,SGUSCIATE,13/15,620,0,Fabbrica,0.003,0.03,0,0.0666,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
325,17,2026,BIG 1,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0633,0,0.14,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
326,17,2026,BIG 2,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.05,0,0.23,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
327,17,2026,BIG 3,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0566,0,0.13,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
328,17,2026,BIG 4,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.05,0,0.1766,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
329,18,2026,BIG 5,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0533,0,0.1533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
330,18,2026,BIG 6,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0733,0,0.1566,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
331,18,2026,BIG 7,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0666,0,0.13,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:24:59.531425+00:00,0,,2025,false,false,
346,20,2026,BIG 22,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.016,0.08,0,0.1733,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
347,20,2026,BIG 23,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.014,0.0666,0,0.1366,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
348,20,2026,BIG 24,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.08,0,0.1566,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
349,20,2026,BIG 25,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0733,0,0.1233,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
350,20,2026,BIG 26,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.011,0.07669,0,0.1366,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
380,29,2026,BIG 2,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1044,0,Vignanello,0.329,0,0,0,0.105,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
381,29,2026,BIG 3,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,760,0,Vignanello,0.213,0,0,0,0.001,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
382,29,2026,BIG 4,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,725,0,Vignanello,0.346,0,0,0,0.086,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
383,29,2026,BIG 5,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,977,0,Vignanello,0.195,0,0,0,0.002,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
384,18,2026,BIG 1,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,954,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
385,19,2026,BIG 2,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,943,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
386,19,2026,BIG 3,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,906,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
387,19,2026,BIG 4,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Fabbrica,0.286,0,0,0,0.231,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
388,20,2026,BIG 5,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,939,0,Fabbrica,0.335,0,0,0,0.192,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
389,20,2026,BIG 6,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Fabbrica,0.296,0,0,0,0.076,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
390,20,2026,BIG 7,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,561,0,Fabbrica,0.306,0,0,0,0.013,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0,,2025,false,false,
391,0,2025,BIG BAG,FA10/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1062,0,Fabbrica,0.43,0,0,0,0.023,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.548,,2025,false,false,
392,0,2025,BIG BAG,FA11/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1012,0,Fabbrica,0.254,0,0,0,0.02,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.72,,2025,false,false,
393,0,2025,BIG BAG,FA11/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1043,0,Fabbrica,0.197,0,0,0,0.008,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.795,,2025,false,false,
394,18,2026,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,887,0,Fabbrica,0.195,0,0,0,0.087,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.718,,2025,false,false,
395,18,2026,BIG BAG,FA04/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,720,0,Fabbrica,0.193,0,0,0,0.022,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.785,,2025,false,false,
396,22,2026,BIG BAG,FA05/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,896,0,Fabbrica,0.225,0,0,0,0.029,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.747,,2025,false,false,
397,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,968,0,Fabbrica,0.293,0,0,0,0.019,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.686,,2025,false,false,
398,23,2026,BIG BAG,FA06/2026,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,876,0,Fabbrica,0.25,0,0,0,0.052,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.626,,2025,false,false,
399,0,2025,BIG BAG,FA10/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,669,0,Fabbrica,0.433,0,0,0,0.052,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.509,,2025,false,false,
400,0,2025,BIG BAG,FA11/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1000,0,Fabbrica,0.326,0,0,0,0.104,,,2026-08-19T21:24:59.60897+00:00,2026-08-19T21:24:59.60897+00:00,0.569,,2025,false,false,
443,14,2026,BIG BAG N°6,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0066,0,0.08,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
444,14,2026,BIG BAG N°7,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0766,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
445,14,2026,BIG BAG N°8,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.01,0,0.0566,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
446,14,2026,BIG BAG N°9,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.0133,0,0.0733,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
447,14,2026,BIG BAG N°10,SBSS125/2025,BIOSUISSE,SGUSCIATE,13/15,1092,0,Vignanello,0.001,0.02,0,0.0866,0,,,2026-08-19T21:24:59.684445+00:00,2026-08-19T21:24:59.684445+00:00,0,,2025,false,false,
1,43,2025,BIG BAG N° 3,S106/2025,BIOLOGICHE,SGUSCIATE,11/13,1000,0,Vignanello,0.001,0.0333,0,0.0966,0,,,2026-08-19T21:24:58.875404+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
2,43,2025,BIG BAG N° 4,S106/2025,BIOLOGICHE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.04,0,0.13,0,,,2026-08-19T21:24:58.875404+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
66,17,2026,BIG 21,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.007,,2025,false,true,
67,17,2026,BIG 22,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0333,0,0.0333,0,,,2026-08-19T21:24:59.126766+00:00,2026-08-19T21:26:10.381957+00:00,0.008,,2025,false,true,
